address,lat,long
546 LA GUARDIA PLACE,40.7290469,-73.9984666
145 THOMPSON STREET,40.7268867,-74.0012808
540 LA GUARDIA PLACE,40.7288932,-73.9986073
121 WAVERLY PLACE,40.7328291,-73.9993577
123 WAVERLY PLACE,40.7329142,-73.9994371
221 WEST 15 STREET,40.739842,-74.0000072
212 WEST 16 STREET,40.7400204,-73.9996427
220 WEST 16 STREET,40.7401549,-73.9999639
508 BROOME STREET,40.7236259,-74.0031243
57 4 AVENUE,40.7305972,-73.9902184
38 MAC DOUGAL STREET,40.7270349,-74.002742
61 4 AVENUE,40.7307482,-73.9901679
222 WEST 16 STREET,40.7401878,-74.0000397
512 BROOME STREET,40.7236424,-74.0032506
528 LA GUARDIA PLACE,40.7285912,-73.998831
150 SULLIVAN STREET,40.7273561,-74.0019519
526 LA GUARDIA PLACE,40.7285034,-73.9989068
566 LA GUARDIA PLACE,40.7297825,-73.9979109
229 SULLIVAN STREET,40.729648,-73.999393800000007
231 SULLIVAN STREET,40.7296946,-73.9993542
78 WEST 3 STREET,40.7295931,-73.9988418
65 4 AVENUE,40.7309211,-73.9901679
30 3 AVENUE,40.7305807,-73.9895978
90 EAST 10 STREET,40.7307784,-73.9897529
85 4 AVENUE,40.731503,-73.9899116
85 EAST 10 STREET,40.7311791,-73.989605
112 EAST 11 STREET,40.7314124,-73.9894353
120 EAST 12 STREET,40.7321095,-73.9892656
119 EAST 11 STREET,40.7317719,-73.9890961
235 WEST 16 STREET,40.7407011,-74.0000902
233 WEST 16 STREET,40.7406737,-74.0000289
221 WEST 16 STREET,40.7404568,-73.9995345
116 7 AVENUE,40.7404541,-73.9986648
246 WEST 17 STREET,40.7410113,-74.0001227
246 WEST 18 STREET,40.7417523,-74.0000758
250 WEST 18 STREET,40.741821,-74.0002382
160 8 AVENUE,40.7420186,-74.0004655
154 8 AVENUE,40.7418786,-74.000563
217 WEST 18 STREET,40.7417167,-73.9988741
514 BROOME STREET,40.7236753,-74.0033155
52 THOMPSON STREET,40.7237851,-74.0032794
61 SULLIVAN STREET,40.7241804,-74.004001
63 SULLIVAN STREET,40.724216,-74.003918
67 SULLIVAN STREET,40.7243396,-74.0038242
71 SULLIVAN STREET,40.7243972,-74.0037773
THOMPSON STREET,40.7294998,-73.9989212
113 EAST 11 STREET,40.7318104,-73.9894064
810 BROADWAY,40.7325461,-73.9909109
209 WEST 18 STREET,40.7414861,-73.998322
140 SULLIVAN STREET,40.7270295,-74.0022982
207 WEST 18 STREET,40.7414531,-73.9982462
73 SULLIVAN STREET,40.724485,-74.0037016
114 MAC DOUGAL STREET,40.7296178,-74.0004943
102 4 AVENUE,40.7322633,-73.9904671
38 KING STREET,40.7275427,-74.0042646
100 4 AVENUE,40.7322112,-73.990478
264 WEST 19 STREET,40.7422958,-73.999567
140 7 AVENUE,40.7414833,-73.9979683
81 SULLIVAN STREET,40.7246854,-74.003532
126 MAC DOUGAL STREET,40.7299664,-74.0002021
128 MAC DOUGAL STREET,40.7300213,-74.0001515
121 4 AVENUE,40.7330044,-73.9896768
125 4 AVENUE,40.7330647,-73.9896552
190 SPRING STREET,40.7248501,-74.0031316
208 AVENUE OF THE AMER,40.7271914,-74.0030631
122 EAST 13 STREET,40.7328588,-73.9888903
244 WEST 20 STREET,40.7429216,-73.9991303
246 WEST 20 STREET,40.742949,-73.9992133
197 WEST HOUSTON STREET,40.7282893,-74.003893
248 WEST 20 STREET,40.7429792,-73.9992999
186 SPRING STREET,40.7248391,-74.0030053
230 SULLIVAN STREET,40.7298236,-73.9997655
212 SULLIVAN STREET,40.7293488,-74.0002814
104 3 AVENUE,40.7326035,-73.9880063
96 3 AVENUE,40.7323455,-73.9882517
194 8 AVENUE,40.7431329,-73.9996572
15 KING STREET,40.7278474,-74.0033229
239 WEST 19 STREET,40.7424468,-73.9989029
50 SULLIVAN STREET,40.7250257,-74.0038676
17 KING STREET,40.7278776,-74.0033987
10 SULLIVAN STREET,40.7246003,-74.0041273
290 AVENUE OF THE AMER,40.730024,-74.0016056
131 EAST 12 STREET,40.7323482,-73.9885115
231 WEST 20 STREET,40.7429875,-73.9983291
229 WEST 20 STREET,40.742982,-73.9982389
113 4 AVENUE,40.7328095,-73.9895758
19 KING STREET,40.7278858,-74.0034745
106 EAST 14 STREET,40.7336932,-73.9892473
219 WEST 20 STREET,40.7427926,-73.9978564
137 AVENUE OF THE AMER,40.7246497,-74.0050401
5 MINETTA STREET,40.7297358,-74.0013711
21 KING STREET,40.727894,-74.0035502
114 3 AVENUE,40.7330728,-73.9876995
178 7 AVENUE,40.7426745,-73.9970769
25 KING STREET,40.727916,-74.0037775
180 7 AVENUE,40.7427404,-73.9969867
550 BROOME STREET,40.7245289,-74.0052421
9 MINETTA STREET,40.7298044,-74.0012376
106 3 AVENUE,40.7328066,-73.9878547
141 EAST 13 STREET,40.7330069,-73.9880603
139 EAST 13 STREET,40.7330426,-73.9881433
214 WEST 21 STREET,40.7429655,-73.9975496
145 AVENUE OF THE AMER,40.7251245,-74.0049463
37 KING STREET,40.7280038,-74.0043584
103 MAC DOUGAL STREET,40.7297989,-74.0010572
113 EAST 13 STREET,40.733394,-73.9889659
220 WEST 21 STREET,40.7430259,-73.9976976
226 WEST 21 STREET,40.7431329,-73.997961
45 KING STREET,40.728034,-74.0046687
253 WEST 21 STREET,40.7438987,-73.9985781
204 ELIZABETH STREET,40.7220668,-73.9941376
197 BLEECKER STREET,40.729508,-74.0013783
143 EAST 13 STREET,40.7328724,-73.9880171
45 UNIVERSITY PLACE,40.73228,-73.9938697
249 WEST 21 STREET,40.7438466,-73.998459
18 BLEECKER STREET,40.725333,-73.9933544
188 7 AVENUE,40.7431027,-73.9967846
9 SPRING STREET,40.7214136,-73.9944335
304 AVENUE OF THE AMER,40.73068,-74.0013278
47 EAST 9 STREET,40.731764,-73.9927873
620 BROADWAY,40.7256598,-73.9960206
35 EAST 9 STREET,40.7320275,-73.9934078
54 EAST 11 STREET,40.7328207,-73.992733
222 WEST 22 STREET,40.7435885,-73.9970949
2 PRINCE STREET,40.7223852,-73.9936613
134 WEST 3 STREET,40.7306745,-74.0010427
240 WEST 22 STREET,40.7438246,-73.9976579
636 BROADWAY,40.7261374,-73.9955912
244 WEST 22 STREET,40.7438905,-73.9978094
238 WEST 22 STREET,40.7437972,-73.9975893
202 BOWERY,40.7214986,-73.9939717
150 WEST 4 STREET,40.7313744,-74.0007144
53 EAST 10 STREET,40.7322278,-73.9920511
49 EAST 10 STREET,40.7322991,-73.9922279
640 BROADWAY,40.7262279,-73.9955082
35 EAST 10 STREET,40.7325297,-73.9927764
236 8 AVENUE,40.7447112,-73.9984049
230 MOTT STREET,40.7224072,-73.9948952
129 MAC DOUGAL STREET,40.7306882,-74.0001515
100 BLEECKER STREET,40.7267934,-73.9979543
127 MAC DOUGAL STREET,40.7306416,-74.0001876
61 EAST 11 STREET,40.7330951,-73.9922278
31 EAST 12 STREET,40.733968,-73.9924082
261 WEST 22 STREET,40.744412,-73.9978816
227 WEST 22 STREET,40.7439783,-73.9968531
26 PRINCE STREET,40.7227173,-73.9947292
183 THOMPSON STREET,40.7281603,-74.0002129
20 PRINCE STREET,40.7226213,-73.9945452
831 BROADWAY,40.733806,-73.9913509
221 WEST 22 STREET,40.7439014,-73.9967448
217 WEST 22 STREET,40.7438465,-73.9966185
49 EAST 12 STREET,40.7335672,-73.9914051
169 THOMPSON STREET,40.7276745,-74.0004546
832 BROADWAY,40.7334244,-73.9907304
209 WEST 22 STREET,40.7437258,-73.9964345
207 WEST 22 STREET,40.7437038,-73.9963767
13 SPRING STREET,40.7217786,-73.9949565
419 LAFAYETTE STREET,40.7286074,-73.991983
116 WEST HOUSTON STREET,40.7277706,-74.0008731
423 LAFAYETTE STREET,40.7289615,-73.9917557
840 BROADWAY,40.7337428,-73.9907195
56 EAST 13 STREET,40.7340393,-73.9916432
204 WEST 23 STREET,40.7439783,-73.9960952
211 ELIZABETH STREET,40.7225719,-73.9943865
124 WEST HOUSTON STREET,40.7278282,-74.0009922
240 WEST 23 STREET,40.7445163,-73.9973727
250 WEST 23 STREET,40.744659,-73.997712
230 MULBERRY STREET,40.7224484,-73.9958007
44 EAST 14 STREET,40.7346514,-73.9915276
170 THOMPSON STREET,40.7276004,-74.0000505
4 EAST 10 STREET,40.7330541,-73.9951
14 EAST 10 STREET,40.7328702,-73.9947139
254 WEST 23 STREET,40.7447084,-73.9978311
254 8 AVENUE,40.7450543,-73.9983435
236 MULBERRY STREET,40.722646,-73.9957249
35 EAST 4 STREET,40.7276687,-73.9921238
106 WEST HOUSTON STREET,40.7274522,-74.0003608
22 EAST 10 STREET,40.7327357,-73.9944
246 8 AVENUE,40.7448676,-73.9984482
177 THOMPSON STREET,40.7280176,-74.0003319
269 WEST 23 STREET,40.7452821,-73.99773
258 WEST 24 STREET,40.7454852,-73.9974557
242 MULBERRY STREET,40.7228491,-73.9956455
217 MOTT STREET,40.7221794,-73.9955229
25 EAST 4 STREET,40.7278142,-73.9924269
7 EAST 7 STREET,40.7293676,-73.9904748
23 EAST 9 STREET,40.7324695,-73.9944686
15 EAST 9 STREET,40.7326095,-73.9948042
175 SULLIVAN STREET,40.7281027,-74.0007108
3 EAST 9 STREET,40.7328291,-73.995266
213 WEST 23 STREET,40.7446288,-73.9961132
184 THOMPSON STREET,40.7281027,-73.999632
247 WEST 24 STREET,40.7457651,-73.9969902
35 SPRING STREET,40.7218747,-73.9956925
740 BROADWAY,40.7296861,-73.9923401
39 5 AVENUE,40.7336195,-73.9948871
16 EAST 11 STREET,40.733507,-73.9943639
245 WEST 24 STREET,40.7457377,-73.9969252
181 SULLIVAN STREET,40.7282454,-74.0005881
233 WEST 24 STREET,40.7456745,-73.9963586
41 SPRING STREET,40.7221492,-73.9959125
416 LAFAYETTE STREET,40.7288079,-73.9928489
22 EAST 11 STREET,40.7334219,-73.9941582
24 EAST 11 STREET,40.7333862,-73.9940788
196 BLEECKER STREET,40.729217,-74.0017968
26 EAST 11 STREET,40.7333532,-73.9939995
264 WEST 25 STREET,40.7460341,-73.9968747
302 8 AVENUE,40.7466133,-73.9971309
32 PRINCE STREET,40.722893,-73.9951982
410 LAFAYETTE STREET,40.7286871,-73.99295
28 EAST 11 STREET,40.7333313,-73.9939165
192 BLEECKER STREET,40.7291237,-74.0016056
70 UNIVERSITY PLACE,40.7332132,-73.9937541
250 WEST 26 STREET,40.7465968,-73.9962647
237 LAFAYETTE STREET,40.7225966,-73.9966773
400 LAFAYETTE STREET,40.7282589,-73.9933361
190 BLEECKER STREET,40.7290853,-74.0015298
696 BROADWAY,40.7284072,-73.9938087
9 EAST 10 STREET,40.7332846,-73.9944685
261 WEST 25 STREET,40.7465062,-73.9968025
241 WEST 26 STREET,40.7470085,-73.9960806
241 LAFAYETTE STREET,40.7226982,-73.9966376
7 EAST 10 STREET,40.7333066,-73.9946165
188 BLEECKER STREET,40.7290496,-74.001454
5 EAST 10 STREET,40.7333368,-73.9946923
233 WEST 26 STREET,40.7468657,-73.9957486
255 LAFAYETTE STREET,40.7233267,-73.9963851
704 BROADWAY,40.7285664,-73.9937004
71 MAC DOUGAL STREET,40.7286406,-74.0019664
47 5 AVENUE,40.7342508,-73.994454
300 7 AVENUE,40.7471703,-73.9940127
78 MAC DOUGAL STREET,40.7283717,-74.0015514
378 8 AVENUE,40.7488584,-73.9955608
241 MULBERRY STREET,40.7228903,-73.9961722
79 WASHINGTON SQUARE E,40.7296397,-73.9961827
2 EAST 12 STREET,40.7342371,-73.9941365
28 EAST 12 STREET,40.7339214,-73.9931406
231 WEST 29 STREET,40.7486552,-73.9942363
86 MAC DOUGAL STREET,40.7285528,-74.0013963
227 WEST 29 STREET,40.7485482,-73.9939801
229 MULBERRY STREET,40.7225884,-73.9962913
21 WEST 4 STREET,40.729206,-73.9953529
57 5 AVENUE,40.7349672,-73.9939777
94 MAC DOUGAL STREET,40.7287148,-74.0012592
6 EAST 13 STREET,40.7348793,-73.993671
342 7 AVENUE,40.7481035,-73.9930598
68 PRINCE STREET,40.7236891,-73.9968757
31 WEST 4 STREET,40.7293021,-73.9955477
22 EAST 13 STREET,40.7346899,-73.9931514
208 WEST 30 STREET,40.7485646,-73.993251
180 BLEECKER STREET,40.7288657,-74.0010139
214 WEST 30 STREET,40.7486277,-73.9934026
216 WEST 30 STREET,40.7486717,-73.9935073
75 SPRING STREET,40.7227778,-73.9976803
4 WASHINGTON PLACE,40.729162,-73.9944436
21 EAST 12 STREET,40.7343056,-73.9928519
170 BLEECKER STREET,40.7286901,-74.0007288
34 EAST 13TH STREET,40.7345471,-73.9926318
257 WEST 30 STREET,40.7495363,-73.9944203
23 WASHINGTON PLACE,40.7300788,-73.9953708
186 SULLIVAN STREET,40.7285336,-74.0009742
18 EAST 14 STREET,40.7352937,-73.9928518
30 EAST 14 STREET,40.7351317,-73.9922962
416 8 AVENUE,40.7500606,-73.9946115
412 8 AVENUE,40.7499425,-73.9946873
546 BROADWAY,40.723335,-73.9978606
81 SPRING STREET,40.7229068,-73.9979797
715 BROADWAY,40.7295078,-73.9938807
184 SULLIVAN STREET,40.7284815,-74.0010211
34 EAST 14 STREET,40.7350796,-73.9921735
392 7 AVENUE,40.7499808,-73.992132
176 SULLIVAN STREET,40.7282701,-74.0011979
535 BROADWAY,40.7233542,-73.9988996
36 EAST 8 STREET,40.7311849,-73.9944326
120 UNIVERSITY PLACE,40.7348271,-73.9924478
404 AVENUE OF THE AMER,40.7336471,-73.9991881
380 7 AVENUE,40.749377,-73.9922476
410 AVENUE OF THE AMER,40.7337953,-73.9990799
174 SULLIVAN STREET,40.7282207,-74.0012411
54 WEST 9 STREET,40.7336992,-73.998499
250 WEST 34 STREET,40.7512626,-73.9923737
90 PRINCE STREET,40.7243588,-73.9985244
11 WAVERLY PLACE,40.7302764,-73.9940394
488 8 AVENUE,40.7523963,-73.9929114
132 WEST HOUSTON STREET,40.7279764,-74.0013602
543 BROADWAY,40.7236644,-73.9988636
300 MERCER STREET,40.7300705,-73.9934441
52 WEST 9 STREET,40.7336718,-73.998434
255 WEST 34 STREET,40.7520641,-73.992435
178 SULLIVAN STREET,40.728325,-74.0011509
249 WEST 34 STREET,40.7519955,-73.9922726
105 MERCER STREET,40.7236809,-73.9995382
22 WASHINGTON SQUARE N,40.7321429,-73.9978279
20 5 AVENUE,40.7328291,-73.9963918
11 WEST 8 STREET,40.7328264,-73.9971459
4 BEDFORD STREET,40.7289123,-74.0031895
17 WEST 8 STREET,40.7328922,-73.9973047
19 WEST 8 STREET,40.7329252,-73.997384
29 WEST 8 STREET,40.7330899,-73.9977773
33 WEST 8 STREET,40.7331585,-73.9979397
39 WEST 8 STREET,40.7332381,-73.9981309
225 WEST 34 STREET,40.7518637,-73.9917095
450 7 AVENUE,40.7514629,-73.9907531
247 WEST 35 STREET,40.7525801,-73.9917491
520 8 AVENUE,40.7535737,-73.9918826
241 WEST 36 STREET,40.7531262,-73.9911319
488 7 AVENUE,40.7525827,-73.9898326
111 MERCER STREET,40.7239032,-73.9995166
129 SPRING STREET,40.7240487,-74.0004185
93 GREENE STREET,40.7243616,-74.000202
25 WASHINGTON SQUARE N,40.7322582,-73.998084
30 WEST 8 STREET,40.7327084,-73.9980335
24 WEST 8 STREET,40.7326782,-73.9977449
51 WEST 8 STREET,40.7334385,-73.9986072
12 BEDFORD STREET,40.7291045,-74.003258
53 WEST 8 STREET,40.7334714,-73.998683
36 WEST 10 STREET,40.7339545,-73.9972866
498 7 AVENUE,40.7528489,-73.9900275
218 WEST 37 STREET,40.7530768,-73.9902873
107 GREENE STREET,40.72468,-73.9999351
20 WEST 8 STREET,40.7325739,-73.9975608
14 BEDFORD STREET,40.7291621,-74.0033122
15 MAC DOUGAL ALLEY,40.7324009,-73.997532
16 WEST 10 STREET,40.7336717,-73.9966154
14 WEST 10 STREET,40.7336223,-73.9965
512 7 AVENUE,40.75345,-73.9892766
99 WOOSTER STREET,40.7245921,-74.0010823
32 DOWNING STREET,40.7292911,-74.0034493
157 SPRING STREET,40.7246251,-74.001656
108 WAVERLY PLACE,40.73225,-73.9992098
10 WEST 10 STREET,40.7335372,-73.9962979
11 WEST 9 STREET,40.7334137,-73.996702
240 WEST 38 STREET,40.7538727,-73.9902006
242 WEST 38 STREET,40.7539084,-73.9902836
10 DOWNING STREET,40.7292719,-74.0028359
262 WEST 38 STREET,40.7542351,-73.9910704
570 8 AVENUE,40.7547209,-73.9912905
98 THOMPSON STREET,40.7253689,-74.0019049
31 WASHINGTON SQUARE W,40.7319453,-73.9991809
23 WEST 9 STREET,40.73354,-73.9970015
42 CARMINE STREET,40.7298675,-74.00324
12 WEST 10 STREET,40.7335784,-73.9963917
442 AVENUE OF THE AMER,40.7347889,-73.9984051
257 WEST 39 STREET,40.7552369,-73.9903736
225 WEST 39 STREET,40.7547455,-73.9892078
160 PRINCE STREET,40.7258986,-74.0015081
85 WEST WASHINGTON PLCE,40.7322829,-73.9999423
38 CARMINE STREET,40.7299087,-74.0031535
378 AVENUE OF THE AMER,40.7329609,-73.9996753
450 AVENUE OF THE AMER,40.7350167,-73.998102
147 WEST 14 STREET,40.7384916,-73.9987659
424 WEST BROADWAY,40.7252756,-74.0016235
23 DOWNING STREET,40.7296424,-74.0032256
97 SULLIVAN STREET,40.725443,-74.0029801
388 AVENUE OF THE AMER,40.7331064,-73.9995598
70 WEST 11 STREET,40.7349481,-73.997817
24 WEST 11 STREET,40.7342756,-73.9961932
103 WEST 14 STREET,40.7378904,-73.9971926
110 WEST 15 STREET,40.738143,-73.9970951
31 DOWNING STREET,40.7295381,-74.0035503
148 WEST 15 STREET,40.7387029,-73.9984808
103 SULLIVAN STREET,40.7255939,-74.0027853
58 WEST 8 STREET,40.7331887,-73.9992098
16 WEST 11 STREET,40.734163,-73.9959226
14 WEST 11 STREET,40.7341356,-73.9958541
196 WEST HOUSTON STREET,40.7287229,-74.003857
40 5 AVENUE,40.7339956,-73.9955438
158 WEST 15 STREET,40.7388374,-73.9988128
118 WEST 16 STREET,40.7388785,-73.9969219
115 SULLIVAN STREET,40.7259453,-74.002493
38 WEST 8 STREET,40.7329252,-73.9982464
17 WEST 10 STREET,40.7340478,-73.9963737
19 WEST 10 STREET,40.7340807,-73.9964567
128 WEST 17 STREET,40.7397047,-73.9970446
184 PRINCE STREET,40.7262829,-74.0021539
119 WAVERLY PLACE,40.7327935,-73.9992784
226 WEST HOUSTON STREET,40.7287119,-74.0048564
27 WEST 10 STREET,40.7342234,-73.9967922
110 WEST 17 STREET,40.7394028,-73.9963301
46 DOWNING STREET,40.7289617,-74.0043008
133 WEST 17 STREET,40.7400039,-73.9966368
121 WEST 17 STREET,40.7398968,-73.9963697
113 THOMPSON STREET,40.7259974,-74.0019591
127 WAVERLY PLACE,40.7328593,-73.9995778
31 WEST 10 STREET,40.7342921,-73.9969546
39 WEST 10 STREET,40.7344183,-73.9972541
105 THOMPSON STREET,40.7257943,-74.0021864
103 WAVERLY PLACE,40.7325107,-73.9986614
44 DOWNING STREET,40.7289837,-74.0041961
462 AVENUE OF THE AMER,40.7353955,-73.9979288
105 WEST 17 STREET,40.7396306,-73.9957491
118 WEST 18 STREET,40.7400368,-73.9960016
49 DOWNING STREET,40.7293323,-74.0042972
126 WEST 18 STREET,40.7401768,-73.9963336
196 PRINCE STREET,40.726486,-74.0027636
82 WEST 12 STREET,40.7356562,-73.9975174
80 WEST 12 STREET,40.7356096,-73.9974164
55 1/2 DOWNING STREET,40.7292691,-74.0044956
64 WEST 12 STREET,40.7354037,-73.9969293
38 WEST 12 STREET,40.7350825,-73.9961607
134 WEST 18 STREET,40.7402784,-73.9965718
154 WEST 18 STREET,40.7405364,-73.9973188
116 SULLIVAN STREET,40.7261676,-74.0029368
49 DOWNING STREET,40.729206,-74.0042936
110 SULLIVAN STREET,40.7259919,-74.0030811
36 WEST 12 STREET,40.7350551,-73.9960958
138 WEST 18 STREET,40.7403387,-73.9967198
135 7 AVENUE,40.7412198,-73.9972899
135 WEST 18 STREET,40.7406461,-73.9963625
207 SPRING STREET,40.7256269,-74.0036187
34 WEST 12 STREET,40.7350276,-73.9960308
28 WEST 12 STREET,40.7349865,-73.9958721
17 BOND STREET,40.7263377,-73.9941083
12 WEST 12 STREET,40.7345473,-73.995219
15 WEST 11 STREET,40.7345418,-73.9956917
615 AVENUE OF THE AMER,40.740314,-73.9952005
142 WEST 19 STREET,40.7410606,-73.9966078
176 AVENUE OF THE AMER,40.7260029,-74.0034816
48 3 AVENUE,40.730954,-73.9892947
47 BOND STREET,40.7258298,-73.9929899
111 4 AVENUE,40.7323511,-73.9897022
27 WEST 11 STREET,40.7347037,-73.9960561
163 WEST 18 STREET,40.740992,-73.9971492
150 VARICK STREET,40.7260138,-74.0053216
39 WEST 11 STREET,40.7348739,-73.9964566
151 WEST 19 STREET,40.7414586,-73.9964671
25 BOND STREET,40.7261839,-73.9938125
139-143 WEST 19 STREET,40.7413488,-73.9962
30 VANDAM STREET,40.7261373,-74.0049789
84 3 AVENUE,40.7318707,-73.988627
41 WEST 11 STREET,40.7349014,-73.9965252
51 WEST 11 STREET,40.7350551,-73.9968896
137 WEST 19 STREET,40.7412555,-73.9959763
788 BROADWAY,40.7319477,-73.990846
73 WEST 11 STREET,40.7354065,-73.9977267
133 WEST 19 STREET,40.7412143,-73.9958789
171 AVENUE OF THE AMER,40.726055,-74.0040516
30 BOND STREET,40.7265462,-73.9934012
25 VANDAM STREET,40.7265738,-74.0047805
70 EAST 12 STREET,40.7327244,-73.9904021
62 WEST 12 STREET,40.735379,-73.9968679
60 WEST 12 STREET,40.7353515,-73.996803
111 WEST 19 STREET,40.741077,-73.9951969
152 WEST 20 STREET,40.7417468,-73.9964346
156 WEST 20 STREET,40.7417825,-73.9965212
52 WEST 12 STREET,40.7352472,-73.9965576
27 VANDAM STREET,40.726582,-74.0048526
80 4 AVENUE,40.7316815,-73.9906296
350 BOWERY,40.7267383,-73.9920446
50 WEST 12 STREET,40.7352198,-73.9964891
31 WEST 11 STREET,40.7347641,-73.9962004
121 WEST 19 STREET,40.7411072,-73.9956227
123 WEST 20 STREET,40.7416671,-73.9951319
13 PRINCE STREET,40.7228244,-73.9939499
76 4 AVENUE,40.7315415,-73.9906188
550 LA GUARDIA PLACE,40.7291155,-73.9983511
806 BROADWAY,40.732439,-73.9906439
486 AVENUE OF THE AMER,40.7360926,-73.9973586
496 AVENUE OF THE AMER,40.7362408,-73.9972612
136 WEST 21 STREET,40.7421255,-73.9955071
150 WEST 21 STREET,40.7423561,-73.9960556
228 ELIZABETH STREET,40.7229369,-73.9937948
225 SULLIVAN STREET,40.7295354,-73.9994913
230 ELIZABETH STREET,40.7229918,-73.9937767
140 EAST 13 STREET,40.7326309,-73.9881542
42 WEST 13 STREET,40.736024,-73.9964024
191 7 AVENUE,40.7429298,-73.9960881
235 SULLIVAN STREET,40.7297715,-73.999393800000007
133 WEST 21 STREET,40.742422,-73.9950668
675 AVENUE OF THE AMER,40.7421227,-73.9939879
100 3 AVENUE,40.7325074,-73.9881615
37 WEST 12 STREET,40.7356095,-73.9955942
88 WEST 3 STREET,40.7297825,-73.9992243
2 WEST 13 STREET,40.7353899,-73.9947859
68 5 AVENUE,40.7352883,-73.9945694
150 WEST 22 STREET,40.7428749,-73.9953916
84 WEST 3 STREET,40.7296754,-73.999098
160 WEST 22 STREET,40.7429792,-73.995637
203 7 AVENUE,40.7431493,-73.9960339
126 EAST 13 STREET,40.7326968,-73.9887351
113 EAST 12 STREET,40.732642,-73.9891537
64 5 AVENUE,40.735195,-73.9946488
15 WEST 12 STREET,40.7352033,-73.9951937
217 THOMPSON STREET,40.7291786,-73.9993578
21 WEST 12 STREET,40.7352856,-73.9954354
140 WEST 22 STREET,40.7427403,-73.9950668
109 EAST 12 STREET,40.7327051,-73.9893124
82 WEST 3RD STREET,40.7296699,-73.9990006
71 WEST 12 STREET,40.7359636,-73.9970519
128 WEST 23 STREET,40.7431301,-73.994078
132 WEST 23 STREET,40.7431767,-73.9941898
232 ELIZABETH STREET,40.7230686,-73.9937479
114 EAST 13 STREET,40.7329631,-73.989132
43 WEST 12 STREET,40.7355025,-73.9961426
108 MAC DOUGAL STREET,40.7294449,-74.0006422
48 WEST 14 STREET,40.7365894,-73.9961715
215 7 AVENUE,40.7435775,-73.9954385
112 MAC DOUGAL STREET,40.7295601,-74.0005448
136 WEST 23 STREET,40.7432563,-73.9943811
236 ELIZABETH STREET,40.7231455,-73.9937154
124 EAST 13 STREET,40.7328259,-73.9888109
80 5 AVENUE,40.7359388,-73.9940858
100 WEST 3 STREET,40.7299444,-73.9996139
55 WEST 13 STREET,40.7365592,-73.9964962
65 WEST 13 STREET,40.7368392,-73.9967921
124 WEST 23 STREET,40.7430642,-73.9939192
115 WEST 23 STREET,40.7434017,-73.993266
240 ELIZABETH STREET,40.7232525,-73.9936757
108 3 AVENUE,40.7329548,-73.9878366
208 SULLIVAN STREET,40.7292335,-74.0003788
137 EAST 37 STREET,40.7330619,-73.9882299
250 HUDSON STREET,40.7248444,-74.0073383
101 WEST 23 STREET,40.743377,-73.9929484
727 AVENUE OF THE AMER,40.743517,-73.9926958
250 ELIZABETH STREET,40.7235544,-73.993571
34 DOMINICK STREET,40.7249021,-74.0066853
185 BLEECKER STREET,40.7292445,-74.0009164
111 VARICK STREET,40.7245975,-74.0063136
130 WEST 24 STREET,40.7439974,-73.9939191
252 ELIZABETH STREET,40.7236176,-73.9935422
30 EAST 10 STREET,40.7322745,-73.993296
576 BROOME STREET,40.724677,-74.0068404
140 WEST 24 STREET,40.7441621,-73.9943125
3 MINETTA LANE,40.7300954,-74.000967
126 WEST 25 STREET,40.7444777,-73.9931504
258 ELIZABETH STREET,40.7237768,-73.99347
38 EAST 10 STREET,40.7319533,-73.9925419
99 MAC DOUGAL STREET,40.729659,-74.0010968
163 VARICK STREET,40.7269635,-74.0058917
138 WEST 25 STREET,40.744711,-73.9936412
284 BOWERY,40.7240375,-73.993051500000007
